time;lv_rural1;lv_rural2;lv_rural3;lv_semiurb4
12.04.2016 13:15;0.199256;0.464798;0.446122;0.429786
12.04.2016 13:30;0.205526;0.448369;0.429388;0.373939
12.04.2016 13:45;0.199406;0.432411;0.421867;0.315689
12.04.2016 14:00;0.170231;0.408065;0.397572;0.260381
12.04.2016 14:15;0.159229;0.379545;0.371096;0.245554
12.04.2016 14:30;0.147843;0.351024;0.344621;0.224643
12.04.2016 14:45;0.137311;0.322504;0.318145;0.203732
12.04.2016 15:00;0.125968;0.293984;0.29167;0.182821
12.04.2016 15:15;0.106054;0.235494;0.238201;0.153427
12.04.2016 15:30;0.09098;0.177004;0.184732;0.124033
12.04.2016 15:45;0.106274;0.132907;0.15802;0.099563
12.04.2016 16:00;0.0706;0.092965;0.085271;0.066628
12.04.2016 16:15;0.069261;0.078;0.096185;0.066833
12.04.2016 16:30;0.067921;0.069961;0.064639;0.060428
12.04.2016 16:45;0.066581;0.067155;0.046304;0.056268
12.04.2016 17:00;0.066654;0.061329;0.044585;0.053753
12.04.2016 17:15;0.066528;0.060092;0.041434;0.050243
12.04.2016 17:30;0.059008;0.055853;0.038492;0.046061
12.04.2016 17:45;0.054678;0.060845;0.039808;0.047669
12.04.2016 18:00;0.063612;0.066586;0.037792;0.04526
12.04.2016 18:15;0.067413;0.05396;0.061394;0.051237
12.04.2016 18:30;0.079715;0.042867;0.051267;0.047808
12.04.2016 18:45;0.072821;0.04031;0.067999;0.050899
12.04.2016 19:00;0.073595;0.03738;0.034708;0.047059
12.04.2016 19:15;0.077657;0.033724;0.03009;0.046762
12.04.2016 19:30;0.081238;0.03741;0.049099;0.043844
12.04.2016 19:45;0.092813;0.043166;0.044455;0.04175
12.04.2016 20:00;0.082707;0.045542;0.047493;0.043866
12.04.2016 20:15;0.085419;0.041755;0.040282;0.04439
12.04.2016 20:30;0.0886;0.047096;0.050414;0.038192
12.04.2016 20:45;0.067085;0.051878;0.049311;0.036957
12.04.2016 21:00;0.062296;0.03669;0.047088;0.033947
12.04.2016 21:15;0.072027;0.036146;0.053542;0.035392
12.04.2016 21:30;0.063049;0.035478;0.05013;0.034105
12.04.2016 21:45;0.055293;0.040324;0.065044;0.035471
12.04.2016 22:00;0.053491;0.039694;0.062435;0.03168
12.04.2016 22:15;0.050327;0.039454;0.064716;0.03594
12.04.2016 22:30;0.049234;0.040898;0.069001;0.035417
12.04.2016 22:45;0.047053;0.04385;0.091299;0.035036
12.04.2016 23:00;0.044402;0.049596;0.084391;0.037337
12.04.2016 23:15;0.038565;0.029828;0.051815;0.030739
12.04.2016 23:30;0.037454;0.026369;0.049087;0.033003
12.04.2016 23:45;0.033271;0.026876;0.046144;0.03134
13.04.2016 00:00;0.033843;0.027771;0.049773;0.030591
13.04.2016 00:15;0.033668;0.023836;0.040104;0.029643
13.04.2016 00:30;0.031833;0.023292;0.039155;0.028725
13.04.2016 00:45;0.029866;0.019442;0.031592;0.025844
13.04.2016 01:00;0.027781;0.017303;0.026332;0.019377
13.04.2016 01:15;0.023613;0.014315;0.020316;0.019334
13.04.2016 01:30;0.025963;0.015345;0.019013;0.020632
13.04.2016 01:45;0.026334;0.014273;0.016651;0.014802
13.04.2016 02:00;0.02609;0.01285;0.018988;0.010774
13.04.2016 02:15;0.024779;0.012693;0.02108;0.010431
13.04.2016 02:30;0.024604;0.0136;0.019595;0.010458
13.04.2016 02:45;0.024433;0.013614;0.014985;0.009157
13.04.2016 03:00;0.025036;0.014326;0.014116;0.009106
13.04.2016 03:15;0.022276;0.012321;0.013975;0.008538
13.04.2016 03:30;0.02278;0.010763;0.013888;0.00905
13.04.2016 03:45;0.023804;0.010091;0.012829;0.009545
13.04.2016 04:00;0.022204;0.011603;0.010375;0.009964
13.04.2016 04:15;0.025168;0.011532;0.010748;0.009497
13.04.2016 04:30;0.023124;0.011161;0.010846;0.009798
13.04.2016 04:45;0.023113;0.009644;0.015461;0.0098
13.04.2016 05:00;0.025176;0.010888;0.013366;0.009346
13.04.2016 05:15;0.021916;0.011172;0.010052;0.009463
13.04.2016 05:30;0.022305;0.011759;0.009185;0.009591
13.04.2016 05:45;0.025932;0.010949;0.014714;0.012877
13.04.2016 06:00;0.028766;0.014278;0.013502;0.013348
13.04.2016 06:15;0.035417;0.02506;0.015631;0.016579
13.04.2016 06:30;0.039886;0.021404;0.017931;0.016297
13.04.2016 06:45;0.040782;0.022357;0.021678;0.016543
13.04.2016 07:00;0.039211;0.052934;0.015432;0.021824
13.04.2016 07:15;0.044122;0.070103;0.038649;0.032116
13.04.2016 07:30;0.046261;0.068008;0.040232;0.031596
13.04.2016 07:45;0.043499;0.066185;0.040742;0.031449
13.04.2016 08:00;0.043913;0.071525;0.060577;0.029773
13.04.2016 08:15;0.050364;0.066853;0.034312;0.030695
13.04.2016 08:30;0.043049;0.07765;0.040112;0.03184
13.04.2016 08:45;0.058516;0.072131;0.047625;0.052044
13.04.2016 09:00;0.044579;0.086792;0.036583;0.041771
13.04.2016 09:15;0.041169;0.064173;0.034868;0.047407
13.04.2016 09:30;0.040991;0.071168;0.044522;0.053091
13.04.2016 09:45;0.048037;0.085617;0.054634;0.051202
13.04.2016 10:00;0.046801;0.088121;0.052345;0.05384
13.04.2016 10:15;0.048001;0.121366;0.120079;0.059541
13.04.2016 10:30;0.046334;0.126307;0.104179;0.063643
13.04.2016 10:45;0.046931;0.144406;0.093864;0.056384
13.04.2016 11:00;0.041785;0.156536;0.134811;0.073102
13.04.2016 11:15;0.051796;0.164613;0.210738;0.082429
13.04.2016 11:30;0.045857;0.203374;0.324189;0.081352
13.04.2016 11:45;0.046231;0.309594;0.374345;0.087466
13.04.2016 12:00;0.046679;0.309621;0.380802;0.093906
13.04.2016 12:15;0.047973;0.339451;0.40501;0.184022
13.04.2016 12:30;0.04468;0.460615;0.438548;0.263355
13.04.2016 12:45;0.044078;0.530657;0.493251;0.317172
13.04.2016 13:00;0.06086;0.570108;0.557053;0.371737
13.04.2016 13:15;0.237968;0.550304;0.533868;0.361962
13.04.2016 13:30;0.345656;0.530499;0.510683;0.352186
13.04.2016 13:45;0.35446;0.510694;0.487498;0.34241
13.04.2016 14:00;0.350528;0.490889;0.464313;0.332634
13.04.2016 14:15;0.343784;0.46438;0.4387;0.320065
13.04.2016 14:30;0.337039;0.437871;0.413087;0.307495
13.04.2016 14:45;0.330295;0.411362;0.387474;0.294925
13.04.2016 15:00;0.32355;0.384853;0.361861;0.282356
13.04.2016 15:15;0.275134;0.320028;0.3047;0.24022
13.04.2016 15:30;0.226718;0.255202;0.247538;0.198085
13.04.2016 15:45;0.178302;0.190377;0.190377;0.155949
13.04.2016 16:00;0.129886;0.129205;0.133216;0.113813
13.04.2016 16:15;0.124454;0.122206;0.1339;0.105603
13.04.2016 16:30;0.119021;0.115439;0.116896;0.097393
13.04.2016 16:45;0.113588;0.11354;0.119019;0.089183
13.04.2016 17:00;0.108156;0.111095;0.116463;0.080973
13.04.2016 17:15;0.105429;0.106823;0.11078;0.060296
13.04.2016 17:30;0.103484;0.102313;0.110391;0.053742
13.04.2016 17:45;0.108959;0.098692;0.1107;0.047548
13.04.2016 18:00;0.110825;0.096973;0.111733;0.0474
13.04.2016 18:15;0.08637;0.078371;0.088273;0.044336
13.04.2016 18:30;0.063026;0.057624;0.061736;0.046921
13.04.2016 18:45;0.043914;0.040922;0.052496;0.043184
13.04.2016 19:00;0.042209;0.038651;0.038899;0.043758
13.04.2016 19:15;0.043443;0.038601;0.035973;0.04428
13.04.2016 19:30;0.041834;0.042272;0.04496;0.044785
13.04.2016 19:45;0.041234;0.043564;0.046279;0.042385
13.04.2016 20:00;0.048087;0.043745;0.04476;0.046593
13.04.2016 20:15;0.043856;0.036541;0.051134;0.047165
13.04.2016 20:30;0.041032;0.041644;0.040964;0.042786
13.04.2016 20:45;0.04386;0.041292;0.046819;0.044663
13.04.2016 21:00;0.044459;0.038885;0.056542;0.038306
13.04.2016 21:15;0.04412;0.036097;0.051267;0.036806
13.04.2016 21:30;0.042507;0.034597;0.054487;0.036403
13.04.2016 21:45;0.039231;0.038131;0.069965;0.037697
13.04.2016 22:00;0.035906;0.043419;0.065005;0.036666
13.04.2016 22:15;0.036087;0.034699;0.059921;0.034369
13.04.2016 22:30;0.038795;0.03052;0.059091;0.036001
13.04.2016 22:45;0.037986;0.032347;0.067716;0.036242
13.04.2016 23:00;0.033449;0.03191;0.063488;0.036007
13.04.2016 23:15;0.034829;0.029778;0.05211;0.034183
13.04.2016 23:30;0.035313;0.025991;0.052943;0.031767
13.04.2016 23:45;0.035326;0.0211;0.042822;0.031943
14.04.2016 00:00;0.031206;0.020238;0.037183;0.030297
14.04.2016 00:15;0.034466;0.019577;0.046834;0.029929
14.04.2016 00:30;0.03237;0.022035;0.046299;0.028131
14.04.2016 00:45;0.031886;0.018757;0.038478;0.024777
14.04.2016 01:00;0.029384;0.016188;0.033067;0.021654
14.04.2016 01:15;0.031439;0.014895;0.025502;0.020744
14.04.2016 01:30;0.028862;0.013396;0.020195;0.019722
14.04.2016 01:45;0.027087;0.012948;0.022723;0.015225
14.04.2016 02:00;0.026146;0.01068;0.023987;0.012288
14.04.2016 02:15;0.026536;0.010714;0.017988;0.012589
14.04.2016 02:30;0.024427;0.012166;0.016194;0.012351
14.04.2016 02:45;0.024291;0.011914;0.016252;0.013188
14.04.2016 03:00;0.025234;0.012166;0.016372;0.011392
14.04.2016 03:15;0.021913;0.012047;0.017076;0.010847
14.04.2016 03:30;0.022701;0.011847;0.018467;0.009563
14.04.2016 03:45;0.023763;0.013247;0.01335;0.009759
14.04.2016 04:00;0.023071;0.011149;0.012194;0.010371
14.04.2016 04:15;0.02011;0.010197;0.010571;0.010328
14.04.2016 04:30;0.02303;0.012013;0.012478;0.010381
14.04.2016 04:45;0.022754;0.011023;0.01301;0.010266
14.04.2016 05:00;0.020964;0.011488;0.011891;0.010333
14.04.2016 05:15;0.023311;0.016214;0.027277;0.009747
14.04.2016 05:30;0.023546;0.01777;0.034903;0.010208
14.04.2016 05:45;0.023949;0.014579;0.020992;0.010164
14.04.2016 06:00;0.024627;0.023824;0.018354;0.015177
14.04.2016 06:15;0.037546;0.019666;0.015197;0.01693
14.04.2016 06:30;0.035559;0.019492;0.013418;0.020614
14.04.2016 06:45;0.033562;0.024262;0.012828;0.018479
14.04.2016 07:00;0.036015;0.045176;0.018658;0.025333
14.04.2016 07:15;0.036773;0.064448;0.037098;0.03635
14.04.2016 07:30;0.041068;0.072635;0.054764;0.038329
14.04.2016 07:45;0.045944;0.061047;0.030749;0.036514
14.04.2016 08:00;0.064706;0.063089;0.023099;0.034667
14.04.2016 08:15;0.065211;0.075293;0.027564;0.036152
14.04.2016 08:30;0.048236;0.08041;0.026501;0.03814
14.04.2016 08:45;0.0427;0.07971;0.02871;0.055859
14.04.2016 09:00;0.052513;0.103902;0.050732;0.086758
14.04.2016 09:15;0.048253;0.107265;0.07274;0.160501
14.04.2016 09:30;0.077494;0.135028;0.118483;0.314141
14.04.2016 09:45;0.125924;0.14808;0.117149;0.404724
14.04.2016 10:00;0.181741;0.161902;0.206964;0.4611
14.04.2016 10:15;0.186428;0.212007;0.286003;0.471845
14.04.2016 10:30;0.182443;0.410877;0.343;0.473946
14.04.2016 10:45;0.183573;0.429054;0.382485;0.476047
14.04.2016 11:00;0.183129;0.447595;0.414391;0.478148
14.04.2016 11:15;0.213802;0.448893;0.407667;0.478326
14.04.2016 11:30;0.334603;0.448296;0.406316;0.478505
14.04.2016 11:45;0.417511;0.448248;0.40745;0.478683
14.04.2016 12:00;0.428617;0.448858;0.410481;0.478862
14.04.2016 12:15;0.441024;0.453996;0.414112;0.480622
14.04.2016 12:30;0.45343;0.459519;0.426983;0.482383
14.04.2016 12:45;0.465836;0.478334;0.466498;0.484143
14.04.2016 13:00;0.478242;0.49166;0.490322;0.485904
14.04.2016 13:15;0.479441;0.45471;0.459706;0.475876
14.04.2016 13:30;0.48064;0.417761;0.423383;0.465849
14.04.2016 13:45;0.481839;0.380812;0.387061;0.455821
14.04.2016 14:00;0.483038;0.343862;0.350739;0.445794
14.04.2016 14:15;0.458188;0.327927;0.336644;0.414642
14.04.2016 14:30;0.433337;0.311991;0.322549;0.383491
14.04.2016 14:45;0.408487;0.296055;0.308454;0.352339
14.04.2016 15:00;0.383636;0.28012;0.294359;0.321187
14.04.2016 15:15;0.334089;0.238918;0.255068;0.278689
14.04.2016 15:30;0.284543;0.197716;0.215777;0.236192
14.04.2016 15:45;0.234996;0.156515;0.176486;0.193694
14.04.2016 16:00;0.18545;0.132168;0.13827;0.151196
14.04.2016 16:15;0.169679;0.120457;0.136784;0.135096
14.04.2016 16:30;0.153908;0.103069;0.115797;0.118995
14.04.2016 16:45;0.138137;0.092191;0.112994;0.102895
14.04.2016 17:00;0.122366;0.089895;0.107893;0.086794
14.04.2016 17:15;0.117337;0.076312;0.106142;0.067703
14.04.2016 17:30;0.120223;0.071108;0.146391;0.057674
14.04.2016 17:45;0.11732;0.067253;0.120025;0.06105
14.04.2016 18:00;0.11653;0.066169;0.116733;0.052654
14.04.2016 18:15;0.094402;0.062415;0.071653;0.042662
14.04.2016 18:30;0.068114;0.043521;0.053633;0.044624
14.04.2016 18:45;0.050313;0.032601;0.034192;0.045492
14.04.2016 19:00;0.051349;0.02626;0.028698;0.044684
14.04.2016 19:15;0.058949;0.02492;0.022683;0.041369
14.04.2016 19:30;0.061892;0.03299;0.033778;0.040752
14.04.2016 19:45;0.067735;0.027818;0.036719;0.038038
14.04.2016 20:00;0.066711;0.030838;0.068592;0.043626
14.04.2016 20:15;0.059406;0.027514;0.056457;0.045014
14.04.2016 20:30;0.057192;0.035194;0.038152;0.041674
14.04.2016 20:45;0.057955;0.02765;0.0377;0.04175
14.04.2016 21:00;0.056171;0.031887;0.031917;0.040983
14.04.2016 21:15;0.04712;0.028268;0.039411;0.043527
14.04.2016 21:30;0.046747;0.027691;0.042;0.040055
14.04.2016 21:45;0.046193;0.03096;0.046606;0.035117
14.04.2016 22:00;0.041526;0.028476;0.042314;0.033977
14.04.2016 22:15;0.037986;0.028946;0.043728;0.035406
14.04.2016 22:30;0.036469;0.028667;0.045916;0.034328
14.04.2016 22:45;0.036819;0.02662;0.046867;0.034074
14.04.2016 23:00;0.034271;0.02156;0.035101;0.032083
14.04.2016 23:15;0.032638;0.023172;0.036863;0.030647
14.04.2016 23:30;0.032947;0.02118;0.034251;0.03144
14.04.2016 23:45;0.035395;0.019581;0.037357;0.032309
15.04.2016 00:00;0.034187;0.023915;0.055556;0.031131
15.04.2016 00:15;0.034561;0.017799;0.045047;0.028413
15.04.2016 00:30;0.035271;0.017644;0.044276;0.026779
15.04.2016 00:45;0.034181;0.017431;0.031882;0.026803
15.04.2016 01:00;0.033652;0.016531;0.030637;0.019764
15.04.2016 01:15;0.031068;0.017817;0.030474;0.021019
15.04.2016 01:30;0.030383;0.016031;0.032395;0.021665
15.04.2016 01:45;0.025935;0.013612;0.028139;0.015166
15.04.2016 02:00;0.026504;0.011265;0.019956;0.010318
15.04.2016 02:15;0.026196;0.013706;0.021604;0.010579
15.04.2016 02:30;0.025232;0.014324;0.019339;0.010987
15.04.2016 02:45;0.026653;0.01142;0.016973;0.010547
15.04.2016 03:00;0.02654;0.010536;0.014611;0.009607
15.04.2016 03:15;0.022478;0.010468;0.013322;0.009026
15.04.2016 03:30;0.025621;0.010705;0.012222;0.010179
15.04.2016 03:45;0.023936;0.01268;0.015254;0.010565
15.04.2016 04:00;0.0238;0.012234;0.015429;0.010339
15.04.2016 04:15;0.023304;0.011671;0.016143;0.010617
15.04.2016 04:30;0.025319;0.010319;0.011774;0.010092
15.04.2016 04:45;0.023696;0.009907;0.009969;0.010513
15.04.2016 05:00;0.022946;0.011961;0.012045;0.011184
15.04.2016 05:15;0.023112;0.010426;0.010763;0.01193
15.04.2016 05:30;0.023587;0.01278;0.01462;0.011632
15.04.2016 05:45;0.02465;0.011851;0.012305;0.010898
15.04.2016 06:00;0.02593;0.018401;0.011001;0.011975
15.04.2016 06:15;0.035977;0.018477;0.012071;0.015242
15.04.2016 06:30;0.036786;0.017926;0.011944;0.014529
15.04.2016 06:45;0.03573;0.026247;0.017071;0.019102
15.04.2016 07:00;0.041925;0.056941;0.021337;0.021451
15.04.2016 07:15;0.041767;0.066944;0.039987;0.030607
15.04.2016 07:30;0.045835;0.064079;0.027649;0.029427
15.04.2016 07:45;0.044047;0.07942;0.047341;0.035692
15.04.2016 08:00;0.045236;0.097021;0.040053;0.041925
15.04.2016 08:15;0.047122;0.115491;0.068411;0.041937
15.04.2016 08:30;0.065935;0.110998;0.05769;0.039091
15.04.2016 08:45;0.065096;0.118022;0.045087;0.051924
15.04.2016 09:00;0.059007;0.112911;0.029605;0.055552
15.04.2016 09:15;0.053454;0.107954;0.047987;0.113066
15.04.2016 09:30;0.044243;0.128314;0.102614;0.156988
15.04.2016 09:45;0.069437;0.155599;0.173189;0.30816
15.04.2016 10:00;0.105581;0.168584;0.279615;0.376443
15.04.2016 10:15;0.108973;0.199715;0.308741;0.372837
15.04.2016 10:30;0.149197;0.330754;0.319972;0.376865
15.04.2016 10:45;0.152308;0.385544;0.340956;0.37146
15.04.2016 11:00;0.1502;0.402316;0.377173;0.366055
15.04.2016 11:15;0.205736;0.414207;0.384632;0.373563
15.04.2016 11:30;0.221743;0.423677;0.402046;0.38107
15.04.2016 11:45;0.330661;0.431448;0.413184;0.388578
15.04.2016 12:00;0.359423;0.444584;0.421529;0.396085
15.04.2016 12:15;0.393773;0.434602;0.430317;0.423216
15.04.2016 12:30;0.428123;0.431365;0.437154;0.450347
15.04.2016 12:45;0.462473;0.432504;0.436466;0.477479
15.04.2016 13:00;0.496823;0.428335;0.43755;0.50461
15.04.2016 13:15;0.458218;0.418912;0.430594;0.458464
15.04.2016 13:30;0.419613;0.406069;0.416799;0.412318
15.04.2016 13:45;0.381008;0.389447;0.395446;0.366173
15.04.2016 14:00;0.342403;0.372825;0.374092;0.320027
15.04.2016 14:15;0.321229;0.355639;0.3577;0.29566
15.04.2016 14:30;0.300055;0.338453;0.341308;0.271293
15.04.2016 14:45;0.278881;0.321267;0.324916;0.246926
15.04.2016 15:00;0.257707;0.304082;0.308524;0.222559
15.04.2016 15:15;0.221367;0.257621;0.264348;0.192186
15.04.2016 15:30;0.185027;0.21116;0.220172;0.161814
15.04.2016 15:45;0.148686;0.164699;0.175997;0.131441
15.04.2016 16:00;0.112346;0.118238;0.131821;0.101068
15.04.2016 16:15;0.109892;0.113915;0.124204;0.096373
15.04.2016 16:30;0.107439;0.109656;0.118252;0.091679
15.04.2016 16:45;0.104985;0.1077;0.119451;0.086984
15.04.2016 17:00;0.102531;0.098915;0.103026;0.08229
15.04.2016 17:15;0.099465;0.094755;0.096914;0.073924
15.04.2016 17:30;0.098301;0.090721;0.10178;0.065559
15.04.2016 17:45;0.096196;0.088384;0.098051;0.062265
15.04.2016 18:00;0.096116;0.079518;0.078034;0.058394
15.04.2016 18:15;0.078463;0.06829;0.06758;0.056247
15.04.2016 18:30;0.058585;0.047201;0.065854;0.052989
15.04.2016 18:45;0.061187;0.038296;0.051839;0.043883
15.04.2016 19:00;0.052462;0.026553;0.02908;0.047141
15.04.2016 19:15;0.062174;0.024176;0.02611;0.045859
15.04.2016 19:30;0.089007;0.025201;0.025236;0.042867
15.04.2016 19:45;0.075895;0.02582;0.032499;0.040213
15.04.2016 20:00;0.059331;0.037307;0.071172;0.045615
15.04.2016 20:15;0.073039;0.039555;0.049307;0.047101
15.04.2016 20:30;0.063451;0.041976;0.034409;0.043838
15.04.2016 20:45;0.064785;0.034307;0.038972;0.045122
15.04.2016 21:00;0.073407;0.040626;0.040534;0.040376
15.04.2016 21:15;0.064532;0.034734;0.042908;0.033846
15.04.2016 21:30;0.059608;0.041207;0.071661;0.037149
15.04.2016 21:45;0.051244;0.034439;0.063329;0.037359
15.04.2016 22:00;0.048508;0.038294;0.061061;0.034248
15.04.2016 22:15;0.040817;0.036191;0.057875;0.035727
15.04.2016 22:30;0.039174;0.031258;0.052115;0.034178
15.04.2016 22:45;0.035966;0.032609;0.048925;0.034945
15.04.2016 23:00;0.036922;0.027088;0.064086;0.037433
15.04.2016 23:15;0.034088;0.024577;0.048084;0.03176
15.04.2016 23:30;0.034347;0.022573;0.05178;0.037843
15.04.2016 23:45;0.032494;0.023938;0.045484;0.033275
16.04.2016 00:00;0.035275;0.025226;0.043085;0.034885
16.04.2016 00:15;0.034347;0.022263;0.040349;0.031689
16.04.2016 00:30;0.032293;0.02284;0.035993;0.031157
16.04.2016 00:45;0.033218;0.021044;0.034872;0.02928
16.04.2016 01:00;0.030547;0.019843;0.032635;0.027638
16.04.2016 01:15;0.030329;0.018515;0.034421;0.025027
16.04.2016 01:30;0.028195;0.016911;0.032805;0.022026
16.04.2016 01:45;0.028383;0.013694;0.024759;0.019279
16.04.2016 02:00;0.027199;0.013083;0.023071;0.022388
16.04.2016 02:15;0.026446;0.011917;0.019867;0.019148
16.04.2016 02:30;0.026185;0.011643;0.02151;0.015917
16.04.2016 02:45;0.026363;0.013111;0.022096;0.013826
16.04.2016 03:00;0.02481;0.0135;0.016562;0.009814
16.04.2016 03:15;0.025545;0.011511;0.015331;0.009845
16.04.2016 03:30;0.024696;0.011698;0.01401;0.008848
16.04.2016 03:45;0.026528;0.010712;0.018205;0.010055
16.04.2016 04:00;0.024065;0.010042;0.012547;0.010259
16.04.2016 04:15;0.02479;0.009818;0.012475;0.01098
16.04.2016 04:30;0.024036;0.011489;0.01184;0.010772
16.04.2016 04:45;0.023958;0.010828;0.014063;0.01026
16.04.2016 05:00;0.022391;0.011673;0.014034;0.011131
16.04.2016 05:15;0.023947;0.010801;0.01493;0.009129
16.04.2016 05:30;0.022636;0.011363;0.014097;0.010803
16.04.2016 05:45;0.023942;0.010074;0.013716;0.008705
16.04.2016 06:00;0.023673;0.011371;0.012339;0.00914
16.04.2016 06:15;0.026586;0.012033;0.014792;0.013047
16.04.2016 06:30;0.037009;0.012301;0.01423;0.013767
16.04.2016 06:45;0.038491;0.010951;0.015073;0.014235
16.04.2016 07:00;0.038962;0.017288;0.01411;0.023295
16.04.2016 07:15;0.038023;0.020892;0.019781;0.024596
16.04.2016 07:30;0.043897;0.017083;0.019092;0.025021
16.04.2016 07:45;0.039053;0.0158;0.01571;0.024118
16.04.2016 08:00;0.041141;0.014128;0.014862;0.025146
16.04.2016 08:15;0.050141;0.036759;0.023539;0.028506
16.04.2016 08:30;0.053742;0.041073;0.03;0.04976
16.04.2016 08:45;0.04213;0.108301;0.037561;0.091646
16.04.2016 09:00;0.04331;0.122688;0.03928;0.147862
16.04.2016 09:15;0.059483;0.171069;0.098327;0.166487
16.04.2016 09:30;0.072206;0.208026;0.168519;0.304712
16.04.2016 09:45;0.106095;0.2337;0.241506;0.408517
16.04.2016 10:00;0.140621;0.263251;0.275272;0.459614
16.04.2016 10:15;0.184179;0.35676;0.298565;0.471766
16.04.2016 10:30;0.199403;0.441638;0.342189;0.483919
16.04.2016 10:45;0.192892;0.465842;0.430305;0.496071
16.04.2016 11:00;0.192552;0.490342;0.4489;0.508223
16.04.2016 11:15;0.250735;0.483248;0.441144;0.521633
16.04.2016 11:30;0.301433;0.475035;0.435005;0.535043
16.04.2016 11:45;0.314832;0.467886;0.426494;0.548452
16.04.2016 12:00;0.450549;0.46143;0.419722;0.561862
16.04.2016 12:15;0.468806;0.417544;0.382852;0.516135
16.04.2016 12:30;0.437208;0.37077;0.350585;0.470408
16.04.2016 12:45;0.405609;0.336878;0.336192;0.424681
16.04.2016 13:00;0.374011;0.294987;0.306329;0.378953
16.04.2016 13:15;0.354336;0.283552;0.293478;0.354926
16.04.2016 13:30;0.334662;0.272116;0.280628;0.330899
16.04.2016 13:45;0.314987;0.260681;0.267777;0.306872
16.04.2016 14:00;0.295312;0.249246;0.254927;0.282844
16.04.2016 14:15;0.293194;0.242587;0.25085;0.276065
16.04.2016 14:30;0.291076;0.235928;0.246774;0.269285
16.04.2016 14:45;0.288958;0.22927;0.242698;0.262505
16.04.2016 15:00;0.28684;0.222611;0.238621;0.255726
16.04.2016 15:15;0.274222;0.207854;0.220563;0.235098
16.04.2016 15:30;0.261604;0.193098;0.202505;0.21447
16.04.2016 15:45;0.248986;0.178341;0.184447;0.193843
16.04.2016 16:00;0.236368;0.163584;0.166389;0.173215
16.04.2016 16:15;0.216916;0.150803;0.155418;0.153554
16.04.2016 16:30;0.197464;0.138022;0.144447;0.133894
16.04.2016 16:45;0.178013;0.12524;0.133476;0.114233
16.04.2016 17:00;0.158561;0.112459;0.122703;0.094573
16.04.2016 17:15;0.153313;0.105153;0.115478;0.070496
16.04.2016 17:30;0.149494;0.097846;0.110741;0.049822
16.04.2016 17:45;0.158494;0.090681;0.115052;0.036234
16.04.2016 18:00;0.161282;0.085811;0.113309;0.033509
16.04.2016 18:15;0.125736;0.066792;0.080039;0.032693
16.04.2016 18:30;0.091081;0.04887;0.057818;0.033406
16.04.2016 18:45;0.077822;0.044109;0.042728;0.031105
16.04.2016 19:00;0.076203;0.046841;0.029889;0.036992
16.04.2016 19:15;0.08393;0.036469;0.025823;0.031469
16.04.2016 19:30;0.081504;0.033212;0.022467;0.032171
16.04.2016 19:45;0.085629;0.036963;0.024205;0.039449
16.04.2016 20:00;0.093686;0.031997;0.027375;0.036808
16.04.2016 20:15;0.095301;0.037329;0.025734;0.034438
16.04.2016 20:30;0.081167;0.044682;0.030785;0.035342
16.04.2016 20:45;0.074909;0.02982;0.025876;0.035285
16.04.2016 21:00;0.0627;0.033284;0.03094;0.034989
16.04.2016 21:15;0.046868;0.029451;0.034567;0.03887
16.04.2016 21:30;0.049496;0.027872;0.046079;0.035097
16.04.2016 21:45;0.051058;0.029992;0.045584;0.037014
16.04.2016 22:00;0.044323;0.031369;0.053189;0.036398
16.04.2016 22:15;0.043552;0.027228;0.041482;0.034759
16.04.2016 22:30;0.046206;0.028082;0.055316;0.034078
16.04.2016 22:45;0.042429;0.023759;0.043024;0.036816
16.04.2016 23:00;0.042563;0.024032;0.049985;0.037016
16.04.2016 23:15;0.038387;0.022886;0.036895;0.032011
16.04.2016 23:30;0.039754;0.024481;0.041311;0.031445
16.04.2016 23:45;0.038982;0.03117;0.046118;0.03186
17.04.2016 00:00;0.034521;0.020472;0.043501;0.032016
17.04.2016 00:15;0.032899;0.023192;0.04377;0.031425
17.04.2016 00:30;0.029988;0.020002;0.037773;0.033663
17.04.2016 00:45;0.030572;0.017573;0.037173;0.030689
17.04.2016 01:00;0.028644;0.01619;0.034305;0.026389
17.04.2016 01:15;0.030353;0.014622;0.029847;0.022589
17.04.2016 01:30;0.029446;0.014407;0.029966;0.020995
17.04.2016 01:45;0.030003;0.011881;0.02637;0.02004
17.04.2016 02:00;0.029375;0.011922;0.021814;0.022056
17.04.2016 02:15;0.028716;0.012927;0.025126;0.019019
17.04.2016 02:30;0.027714;0.015652;0.036038;0.016628
17.04.2016 02:45;0.027209;0.014032;0.032968;0.013729
17.04.2016 03:00;0.025634;0.011525;0.016478;0.010335
17.04.2016 03:15;0.025482;0.009906;0.01492;0.008596
17.04.2016 03:30;0.027111;0.009786;0.018703;0.009947
17.04.2016 03:45;0.02576;0.011593;0.02011;0.010032
17.04.2016 04:00;0.027889;0.01119;0.01801;0.011573
17.04.2016 04:15;0.025703;0.012245;0.012991;0.009578
17.04.2016 04:30;0.024668;0.00991;0.012652;0.010292
17.04.2016 04:45;0.023126;0.009042;0.012343;0.009575
17.04.2016 05:00;0.02186;0.008749;0.011852;0.00935
17.04.2016 05:15;0.023157;0.01059;0.011118;0.008965
17.04.2016 05:30;0.022115;0.010265;0.011422;0.009306
